index,type,land_type,prefecture,city,city2,station_name,building_year,station_dis,price,price_per_tsubo,room,area,land_shape,frontage,gross_floor_area,building_type,city_plan,BCR,FAR
11939,中古マンション等,,東京都,荒川区,東尾久,熊野前,2008,5,21000000,,１ＤＫ,25,,,,ＲＣ,近隣商業地域,80,400
11940,宅地(土地と建物),商業地,東京都,荒川区,東尾久,東尾久三丁目,1987,3,20000000,,,35,ほぼ長方形,15,55,木造,近隣商業地域,80,400
11941,宅地(土地と建物),住宅地,東京都,荒川区,東尾久,東尾久三丁目,2021,3,57000000,,,70,ほぼ長方形,5.6,100,木造,準工業地域,80,300
11943,中古マンション等,,東京都,荒川区,東日暮里,日暮里,2018,4,55000000,,２ＬＤＫ,50,,,,ＲＣ,商業地域,80,400
11944,中古マンション等,,東京都,荒川区,東日暮里,日暮里,2005,5,89000000,,２ＬＤＫ,100,,,,ＲＣ,商業地域,80,700
11945,中古マンション等,,東京都,荒川区,東日暮里,日暮里,1990,6,37000000,,１ＬＤＫ,40,,,,ＲＣ,準工業地域,60,400
11946,中古マンション等,,東京都,荒川区,東日暮里,日暮里,1987,8,19000000,,２ＤＫ,35,,,,ＲＣ,準工業地域,80,300
11948,中古マンション等,,東京都,荒川区,東日暮里,三河島,1995,3,40000000,,２ＬＤＫ,50,,,,ＳＲＣ,商業地域,80,500
11949,中古マンション等,,東京都,荒川区,東日暮里,三河島,2007,5,18000000,,１Ｋ,20,,,,ＲＣ,準工業地域,80,300
11950,宅地(土地と建物),住宅地,東京都,荒川区,東日暮里,三ノ輪,2022,9,62000000,,,55,長方形,4.5,85,木造,準工業地域,60,300
11953,中古マンション等,,東京都,荒川区,東日暮里,三ノ輪,1988,8,11000000,,１Ｋ,15,,,,ＲＣ,準工業地域,60,300
11954,中古マンション等,,東京都,荒川区,東日暮里,三ノ輪,2014,8,22000000,,１Ｋ,25,,,,ＲＣ,準工業地域,60,300
11956,宅地(土地と建物),住宅地,東京都,荒川区,町屋,町屋,2021,14,50000000,,,60,ほぼ長方形,5.6,90,木造,準工業地域,80,300
11957,宅地(土地と建物),住宅地,東京都,荒川区,町屋,町屋,1977,15,59000000,,,150,ほぼ長方形,12,85,,準工業地域,80,300
11959,宅地(土地と建物),住宅地,東京都,荒川区,町屋,町屋,2022,9,62000000,,,55,長方形,5,90,木造,準工業地域,80,300
11960,中古マンション等,,東京都,荒川区,町屋,町屋,2011,16,29000000,,２ＬＤＫ,70,,,,ＲＣ,準工業地域,80,300
11961,中古マンション等,,東京都,荒川区,町屋,町屋,1994,15,37000000,,２ＬＤＫ,55,,,,ＳＲＣ,商業地域,80,500
11962,中古マンション等,,東京都,荒川区,町屋,町屋,2011,16,41000000,,３ＬＤＫ,70,,,,ＲＣ,準工業地域,80,300
11967,中古マンション等,,東京都,荒川区,南千住,京成関屋,2007,9,58000000,,４ＬＤＫ,90,,,,ＳＲＣ,第１種住居地域,60,300
11968,中古マンション等,,東京都,荒川区,南千住,千住大橋,2008,7,21000000,,１Ｋ,20,,,,ＲＣ,商業地域,80,600
11971,中古マンション等,,東京都,荒川区,南千住,南千住,2006,18,42000000,,３ＬＤＫ,60,,,,ＲＣ,準工業地域,80,300
11972,中古マンション等,,東京都,荒川区,南千住,南千住,2013,9,40000000,,２ＬＤＫ,50,,,,ＲＣ,商業地域,80,600
11973,中古マンション等,,東京都,荒川区,南千住,南千住,1994,14,27000000,,３ＬＤＫ,55,,,,ＳＲＣ,第１種住居地域,60,300
11974,中古マンション等,,東京都,荒川区,南千住,南千住,2006,4,23000000,,１Ｋ,25,,,,ＳＲＣ,商業地域,80,600
11975,中古マンション等,,東京都,荒川区,南千住,南千住,2005,10,54000000,,３ＬＤＫ,85,,,,ＳＲＣ,第１種住居地域,60,300
11976,中古マンション等,,東京都,荒川区,南千住,南千住,1993,12,36000000,,３ＬＤＫ,85,,,,ＳＲＣ,第１種住居地域,60,300
11978,中古マンション等,,東京都,荒川区,南千住,三ノ輪橋,2017,1,30000000,,１ＬＤＫ,30,,,,ＲＣ,準工業地域,80,300
11979,中古マンション等,,東京都,荒川区,南千住,三ノ輪橋,2017,1,49000000,,２ＬＤＫ,45,,,,ＲＣ,準工業地域,80,300
11980,宅地(土地と建物),住宅地,東京都,板橋区,赤塚,下赤塚,1969,12,8000000,,,50,ほぼ整形,3.5,55,木造,第１種住居地域,60,200
11981,中古マンション等,,東京都,板橋区,赤塚,地下鉄赤塚,2009,2,21000000,,１Ｋ,20,,,,ＲＣ,第１種中高層住居専用地域,60,200
11982,宅地(土地と建物),住宅地,東京都,板橋区,赤塚,成増,1969,15,5300000,,,50,不整形,,35,木造,第１種低層住居専用地域,40,80
11983,宅地(土地と建物),住宅地,東京都,板橋区,赤塚,成増,1978,16,5800000,,,55,長方形,,25,木造,第１種低層住居専用地域,40,80
11984,宅地(土地と建物),住宅地,東京都,板橋区,赤塚,成増,2007,12,40000000,,,90,ほぼ整形,6.9,75,木造,第１種低層住居専用地域,40,80
11985,中古マンション等,,東京都,板橋区,赤塚,成増,2005,10,49000000,,３ＬＤＫ,70,,,,ＲＣ,第１種中高層住居専用地域,60,200
11986,宅地(土地と建物),住宅地,東京都,板橋区,赤塚,西高島平,1972,14,17000000,,,50,長方形,,60,木造,第１種低層住居専用地域,40,80
11987,宅地(土地と建物),住宅地,東京都,板橋区,赤塚,西高島平,2021,14,51000000,,,75,ほぼ長方形,5.3,100,木造,第１種中高層住居専用地域,60,200
11988,宅地(土地と建物),住宅地,東京都,板橋区,赤塚,西高島平,1968,15,23000000,,,100,不整形,10.4,65,木造,第１種低層住居専用地域,30,60
11989,宅地(土地と建物),住宅地,東京都,板橋区,赤塚,西高島平,2018,12,27000000,,,50,ほぼ整形,5.5,40,木造,第１種低層住居専用地域,40,80
11990,中古マンション等,,東京都,板橋区,赤塚新町,地下鉄成増,2017,6,47000000,,２ＬＤＫ,60,,,,ＲＣ,第１種住居地域,60,200
11991,中古マンション等,,東京都,板橋区,小豆沢,志村坂上,2013,4,21000000,,１Ｋ,25,,,,ＲＣ,近隣商業地域,80,300
11992,中古マンション等,,東京都,板橋区,小豆沢,志村坂上,1980,9,44000000,,３ＬＤＫ,70,,,,ＳＲＣ,第１種住居地域,60,200
11993,中古マンション等,,東京都,板橋区,小豆沢,志村坂上,2011,5,64000000,,３ＬＤＫ,70,,,,ＲＣ,準工業地域,60,200
11994,中古マンション等,,東京都,板橋区,小豆沢,志村坂上,2005,5,22000000,,１Ｋ,20,,,,ＲＣ,商業地域,80,400
11995,中古マンション等,,東京都,板橋区,小豆沢,志村坂上,1980,11,23000000,,３ＬＤＫ,60,,,,ＳＲＣ,準工業地域,60,200
11996,中古マンション等,,東京都,板橋区,小豆沢,志村坂上,1980,10,31000000,,３ＬＤＫ,70,,,,ＳＲＣ,第１種住居地域,60,200
11997,宅地(土地と建物),住宅地,東京都,板橋区,泉町,本蓮沼,2022,6,140000000,,,115,ほぼ長方形,10,210,木造,準工業地域,60,200
11998,宅地(土地と建物),住宅地,東京都,板橋区,泉町,本蓮沼,2022,6,40000000,,,40,長方形,5,70,木造,第１種住居地域,60,200
11999,中古マンション等,,東京都,板橋区,泉町,本蓮沼,2019,7,22000000,,１Ｋ,25,,,,ＲＣ,準工業地域,60,200
12000,中古マンション等,,東京都,板橋区,泉町,本蓮沼,2019,7,22000000,,１Ｋ,25,,,,ＲＣ,準工業地域,60,200
12001,中古マンション等,,東京都,板橋区,板橋,板橋,1987,4,15000000,,１ＤＫ,25,,,,ＳＲＣ,商業地域,80,600
12002,中古マンション等,,東京都,板橋区,板橋,板橋,1989,5,20000000,,２ＤＫ,40,,,,ＳＲＣ,商業地域,80,600
12003,宅地(土地と建物),住宅地,東京都,板橋区,板橋,板橋区役所前,1969,6,5000000,,,45,不整形,7.2,65,木造,第１種住居地域,60,300
12004,中古マンション等,,東京都,板橋区,板橋,板橋区役所前,2005,3,25000000,,１ＤＫ,30,,,,ＳＲＣ,商業地域,80,600
12005,中古マンション等,,東京都,板橋区,板橋,板橋区役所前,2008,6,21000000,,１Ｋ,20,,,,ＲＣ,第２種住居地域,60,300
12006,中古マンション等,,東京都,板橋区,板橋,板橋区役所前,1986,2,19000000,,１Ｋ,20,,,,ＳＲＣ,商業地域,80,600
12007,中古マンション等,,東京都,板橋区,板橋,板橋区役所前,1986,2,30000000,,１ＬＤＫ,40,,,,ＳＲＣ,商業地域,80,600
12008,中古マンション等,,東京都,板橋区,板橋,板橋区役所前,1986,2,85000000,,オープンフロア,175,,,,ＳＲＣ,商業地域,80,600
12009,宅地(土地と建物),商業地,東京都,板橋区,板橋,下板橋,1957,4,10000000,,,70,袋地等,,100,木造,近隣商業地域,80,300
12010,中古マンション等,,東京都,板橋区,板橋,下板橋,2010,5,19000000,,１Ｋ,20,,,,ＲＣ,準工業地域,60,300
12011,中古マンション等,,東京都,板橋区,板橋,新板橋,2009,4,21000000,,１Ｋ,20,,,,ＲＣ,商業地域,80,600
12012,中古マンション等,,東京都,板橋区,板橋,新板橋,2014,1,66000000,,２ＬＤＫ,60,,,,ＲＣ,商業地域,80,500
12013,中古マンション等,,東京都,板橋区,板橋,新板橋,1973,6,16000000,,２ＤＫ,40,,,,ＳＲＣ,商業地域,80,600
12014,中古マンション等,,東京都,板橋区,板橋,新板橋,2002,2,57000000,,３ＬＤＫ,65,,,,ＲＣ,商業地域,80,600
12015,中古マンション等,,東京都,板橋区,板橋,新板橋,2009,4,18000000,,１Ｋ,20,,,,ＲＣ,商業地域,80,600
12017,中古マンション等,,東京都,板橋区,大谷口,千川,2000,10,41000000,,３ＬＤＫ,60,,,,ＲＣ,第１種中高層住居専用地域,60,200
12019,中古マンション等,,東京都,板橋区,大谷口上町,中板橋,2009,9,21000000,,１Ｋ,20,,,,ＲＣ,第１種中高層住居専用地域,60,200
12020,中古マンション等,,東京都,板橋区,大谷口上町,中板橋,2009,12,18000000,,１Ｋ,20,,,,ＲＣ,第１種中高層住居専用地域,60,200
12021,中古マンション等,,東京都,板橋区,大谷口北町,中板橋,1985,14,40000000,,３ＬＤＫ,65,,,,ＲＣ,近隣商業地域,80,300
12022,宅地(土地と建物),住宅地,東京都,板橋区,大山金井町,大山(東京),1972,4,38000000,,,115,不整形,,135,木造,第２種住居地域,60,300
12023,中古マンション等,,東京都,板橋区,大山金井町,大山(東京),2015,6,23000000,,１Ｋ,25,,,,ＲＣ,商業地域,80,500
12024,中古マンション等,,東京都,板橋区,大山金井町,大山(東京),1999,5,62000000,,３ＬＤＫ,70,,,,ＲＣ,準住居地域,60,300
12025,中古マンション等,,東京都,板橋区,大山金井町,下板橋,2008,8,22000000,,１Ｋ,30,,,,ＲＣ,商業地域,80,500
12026,中古マンション等,,東京都,板橋区,大山金井町,下板橋,2008,8,25000000,,１Ｋ,30,,,,ＲＣ,商業地域,80,500
12027,中古マンション等,,東京都,板橋区,大山東町,板橋区役所前,1975,5,13000000,,２ＤＫ,35,,,,ＳＲＣ,商業地域,80,500
12028,中古マンション等,,東京都,板橋区,加賀,板橋区役所前,1983,9,51000000,,３ＬＤＫ,75,,,,ＳＲＣ,準工業地域,60,300
12029,中古マンション等,,東京都,板橋区,上板橋,上板橋,2005,5,17000000,,１Ｋ,20,,,,ＲＣ,第１種住居地域,60,200
12030,中古マンション等,,東京都,板橋区,上板橋,上板橋,1984,8,38000000,,２ＬＤＫ,55,,,,ＳＲＣ,近隣商業地域,80,300
12031,中古マンション等,,東京都,板橋区,上板橋,上板橋,2006,5,33000000,,２ＤＫ,45,,,,ＲＣ,第１種住居地域,60,200
12032,中古マンション等,,東京都,板橋区,上板橋,上板橋,2013,5,22000000,,１Ｋ,25,,,,ＲＣ,近隣商業地域,80,300
12033,中古マンション等,,東京都,板橋区,熊野町,大山(東京),1991,6,35000000,,３ＬＤＫ,55,,,,ＳＲＣ,準工業地域,60,300
12034,中古マンション等,,東京都,板橋区,熊野町,下板橋,2010,10,23000000,,１Ｋ,20,,,,ＲＣ,商業地域,80,500
12036,宅地(土地と建物),住宅地,東京都,板橋区,小茂根,小竹向原,2022,15,73000000,,,95,長方形,8,95,木造,第１種中高層住居専用地域,60,200
12038,中古マンション等,,東京都,板橋区,小茂根,小竹向原,2005,14,48000000,,３ＬＤＫ,65,,,,ＲＣ,第１種中高層住居専用地域,60,200
12039,宅地(土地と建物),住宅地,東京都,板橋区,小茂根,ときわ台(東京),2022,14,63000000,,,60,ほぼ長方形,11,95,木造,第１種中高層住居専用地域,60,200
12040,宅地(土地と建物),住宅地,東京都,板橋区,小茂根,中板橋,2022,18,62000000,,,80,ほぼ正方形,8.2,100,木造,第１種中高層住居専用地域,60,200
12041,中古マンション等,,東京都,板橋区,幸町,大山(東京),2004,6,52000000,,３ＬＤＫ,65,,,,ＲＣ,準工業地域,60,200
12042,中古マンション等,,東京都,板橋区,幸町,大山(東京),2009,7,21000000,,１Ｋ,20,,,,ＲＣ,第１種中高層住居専用地域,60,200
12043,宅地(土地と建物),住宅地,東京都,板橋区,坂下,志村三丁目,2022,5,62000000,,,125,ほぼ長方形,,95,木造,近隣商業地域,80,300
12044,中古マンション等,,東京都,板橋区,坂下,志村三丁目,2003,6,38000000,,３ＬＤＫ,75,,,,ＲＣ,準工業地域,60,200
12045,中古マンション等,,東京都,板橋区,坂下,志村三丁目,2012,5,19000000,,１ＤＫ,25,,,,ＲＣ,第１種住居地域,60,200
12046,宅地(土地と建物),住宅地,東京都,板橋区,坂下,蓮根,2022,7,56000000,,,80,不整形,,95,木造,準工業地域,60,200
12047,中古マンション等,,東京都,板橋区,坂下,蓮根,1977,8,21000000,,３ＬＤＫ,60,,,,ＲＣ,準工業地域,60,200
12048,中古マンション等,,東京都,板橋区,坂下,蓮根,1981,13,25000000,,,55,,,,ＳＲＣ,準工業地域,60,200
12049,中古マンション等,,東京都,板橋区,坂下,蓮根,2015,6,22000000,,１Ｋ,25,,,,ＲＣ,準工業地域,60,200
12050,中古マンション等,,東京都,板橋区,坂下,蓮根,2009,12,16000000,,１Ｋ,20,,,,ＲＣ,近隣商業地域,80,300
12051,中古マンション等,,東京都,板橋区,坂下,蓮根,1996,5,35000000,,３ＬＤＫ,70,,,,ＲＣ,第１種住居地域,60,200
12054,中古マンション等,,東京都,板橋区,桜川,上板橋,2014,8,22000000,,１Ｋ,25,,,,ＲＣ,第１種中高層住居専用地域,60,200
12056,中古マンション等,,東京都,板橋区,清水町,板橋本町,2013,2,24000000,,１Ｋ,25,,,,ＲＣ,商業地域,80,500
12057,中古マンション等,,東京都,板橋区,清水町,板橋本町,2007,7,20000000,,１ＬＤＫ,20,,,,ＲＣ,準工業地域,80,300
12058,中古マンション等,,東京都,板橋区,志村,志村坂上,1980,4,40000000,,３ＬＤＫ,65,,,,ＳＲＣ,商業地域,80,400
12059,中古マンション等,,東京都,板橋区,志村,志村坂上,2014,3,61000000,,３ＬＤＫ,65,,,,ＲＣ,準工業地域,60,200
12060,中古マンション等,,東京都,板橋区,志村,志村坂上,2014,3,60000000,,３ＬＤＫ,65,,,,ＲＣ,準工業地域,60,200
12061,中古マンション等,,東京都,板橋区,志村,志村坂上,1994,4,20000000,,１Ｋ,30,,,,ＳＲＣ,商業地域,80,400
12062,宅地(土地と建物),商業地,東京都,板橋区,志村,志村三丁目,1990,1,350000000,,,260,不整形,7,620,ＳＲＣ,近隣商業地域,80,300
12063,中古マンション等,,東京都,板橋区,志村,志村三丁目,2011,3,27000000,,１ＬＤＫ,35,,,,ＲＣ,準工業地域,60,200
12064,中古マンション等,,東京都,板橋区,志村,志村三丁目,1979,5,26000000,,３ＬＤＫ,65,,,,ＲＣ,第１種住居地域,60,200
12065,中古マンション等,,東京都,板橋区,志村,志村三丁目,2005,2,59000000,,３ＬＤＫ,70,,,,ＲＣ,準工業地域,60,200
12067,中古マンション等,,東京都,板橋区,高島平,新高島平,1972,7,23000000,,３ＬＤＫ,75,,,,ＲＣ,第１種中高層住居専用地域,60,300
12068,宅地(土地と建物),住宅地,東京都,板橋区,高島平,高島平,2022,7,52000000,,,70,ほぼ長方形,7.8,100,木造,第１種中高層住居専用地域,60,200
12069,中古マンション等,,東京都,板橋区,高島平,高島平,2017,2H?,23000000,,１Ｋ,25,,,,ＲＣ,準工業地域,60,200
12070,中古マンション等,,東京都,板橋区,高島平,高島平,1972,6,25000000,,２ＬＤＫ,55,,,,ＳＲＣ,第１種中高層住居専用地域,60,300
12071,中古マンション等,,東京都,板橋区,高島平,西台,1988,9,6000000,,１Ｋ,20,,,,ＲＣ,準工業地域,60,300
12072,中古マンション等,,東京都,板橋区,高島平,西台,1988,9,6000000,,１Ｋ,15,,,,ＲＣ,第１種住居地域,60,200
12073,中古マンション等,,東京都,板橋区,高島平,西台,2009,13,46000000,,３ＬＤＫ,70,,,,ＲＣ,準工業地域,60,300
12074,中古マンション等,,東京都,板橋区,高島平,西台,1987,6,9200000,,１Ｋ,15,,,,ＲＣ,第１種中高層住居専用地域,60,200
12075,中古マンション等,,東京都,板橋区,高島平,西台,2007,8,44000000,,３ＬＤＫ,70,,,,ＲＣ,準工業地域,60,300
12076,中古マンション等,,東京都,板橋区,高島平,西台,2007,9,19000000,,１Ｋ,20,,,,ＲＣ,準工業地域,60,300
12077,宅地(土地と建物),住宅地,東京都,板橋区,高島平,西高島平,2022,5,77000000,,,100,ほぼ長方形,11,95,木造,第１種低層住居専用地域,50,100
12078,中古マンション等,,東京都,板橋区,東新町,上板橋,2011,9,27000000,,１ＬＤＫ,45,,,,ＲＣ,近隣商業地域,80,300
12079,宅地(土地と建物),住宅地,東京都,板橋区,東新町,ときわ台(東京),2022,13,58000000,,,70,不整形,7.8,95,木造,第１種中高層住居専用地域,60,200
12080,中古マンション等,,東京都,板橋区,東新町,ときわ台(東京),1999,15,23000000,,,55,,,,ＲＣ,第１種中高層住居専用地域,60,200
12081,宅地(土地と建物),住宅地,東京都,板橋区,常盤台,上板橋,1992,7,30000000,,,135,不整形,2.7,140,鉄骨造,近隣商業地域,80,300
12083,宅地(土地と建物),住宅地,東京都,板橋区,徳丸,高島平,2022,19,50000000,,,70,不整形,2.3,100,木造,第１種中高層住居専用地域,60,200
12084,宅地(土地と建物),住宅地,東京都,板橋区,徳丸,高島平,2022,19,56000000,,,70,ほぼ長方形,6.3,95,木造,第１種中高層住居専用地域,60,200
12085,宅地(土地と建物),住宅地,東京都,板橋区,徳丸,東武練馬,2000,12,32000000,,,85,長方形,,90,木造,第１種中高層住居専用地域,60,200
12087,中古マンション等,,東京都,板橋区,徳丸,東武練馬,1992,15,38000000,,３ＬＤＫ,65,,,,ＲＣ,第１種中高層住居専用地域,50,200
12088,中古マンション等,,東京都,板橋区,徳丸,東武練馬,2006,7,37000000,,２ＬＤＫ,50,,,,ＲＣ,第１種中高層住居専用地域,60,200
12089,中古マンション等,,東京都,板橋区,徳丸,東武練馬,1992,16,32000000,,２ＬＤＫ,65,,,,ＲＣ,第１種中高層住居専用地域,60,200
12090,宅地(土地と建物),住宅地,東京都,板橋区,徳丸,西台,1983,19,4500000,,,70,ほぼ正方形,,65,木造,近隣商業地域,80,300
12091,宅地(土地と建物),商業地,東京都,板橋区,仲宿,板橋区役所前,1950,1,75000000,,,160,ほぼ長方形,15,160,木造,商業地域,80,400
12092,中古マンション等,,東京都,板橋区,仲宿,板橋区役所前,2006,6,25000000,,１Ｋ,30,,,,ＲＣ,商業地域,80,400
12093,中古マンション等,,東京都,板橋区,仲宿,板橋区役所前,2009,4,22000000,,１Ｋ,20,,,,ＲＣ,商業地域,80,600
12094,宅地(土地と建物),住宅地,東京都,板橋区,仲宿,板橋本町,2001,10,17000000,,,60,ほぼ長方形,7.5,70,木造,第１種住居地域,60,300
12095,宅地(土地と建物),住宅地,東京都,板橋区,仲宿,板橋本町,1965,10,31000000,,,120,不整形,7,190,木造,第１種住居地域,60,300
12097,中古マンション等,,東京都,板橋区,中台,上板橋,1988,14,34000000,,２ＬＤＫ,50,,,,ＲＣ,第１種中高層住居専用地域,60,200
12098,中古マンション等,,東京都,板橋区,中台,志村三丁目,1979,13,41000000,,３ＬＤＫ,80,,,,ＳＲＣ,第１種中高層住居専用地域,60,200
12099,中古マンション等,,東京都,板橋区,中台,志村三丁目,1980,10,22000000,,３ＬＤＫ,75,,,,ＳＲＣ,第１種中高層住居専用地域,60,200
12100,中古マンション等,,東京都,板橋区,中丸町,大山(東京),1985,10,23000000,,２ＤＫ,45,,,,ＲＣ,商業地域,80,500
12102,中古マンション等,,東京都,板橋区,中丸町,駒込,1991,18,37000000,,１ＬＤＫ,40,,,,ＳＲＣ,商業地域,80,500
12104,宅地(土地と建物),住宅地,東京都,板橋区,成増,地下鉄成増,2013,4,55000000,,,60,長方形,4,90,木造,第１種中高層住居専用地域,60,200
12105,宅地(土地と建物),住宅地,東京都,板橋区,成増,地下鉄成増,1967,6,18000000,,,45,長方形,4.3,50,木造,第１種中高層住居専用地域,60,200
12106,中古マンション等,,東京都,板橋区,成増,地下鉄成増,2004,4,50000000,,３ＬＤＫ,70,,,,ＲＣ,準工業地域,60,200
12107,中古マンション等,,東京都,板橋区,成増,地下鉄成増,1990,8,35000000,,２ＬＤＫ,60,,,,ＲＣ,準工業地域,60,200
12108,中古マンション等,,東京都,板橋区,成増,地下鉄成増,2006,4,22000000,,１Ｋ,20,,,,ＲＣ,近隣商業地域,80,300
12109,中古マンション等,,東京都,板橋区,成増,地下鉄成増,1984,0,37000000,,２ＬＤＫ,55,,,,ＳＲＣ,商業地域,80,500
12110,中古マンション等,,東京都,板橋区,成増,地下鉄成増,2006,5,16000000,,１Ｋ,20,,,,ＲＣ,近隣商業地域,80,300
12111,中古マンション等,,東京都,板橋区,成増,地下鉄成増,2006,5,16000000,,１Ｋ,20,,,,ＲＣ,近隣商業地域,80,300
12112,中古マンション等,,東京都,板橋区,成増,地下鉄成増,2006,5,22000000,,１Ｋ,20,,,,ＲＣ,近隣商業地域,80,300
12113,宅地(土地と建物),住宅地,東京都,板橋区,成増,成増,2022,13,50000000,,,120,長方形,8.2,85,木造,第１種低層住居専用地域,40,80
12114,中古マンション等,,東京都,板橋区,成増,成増,1985,6,32000000,,２ＬＤＫ,50,,,,ＲＣ,近隣商業地域,80,300
12115,中古マンション等,,東京都,板橋区,成増,成増,1995,3,32000000,,３ＬＤＫ,55,,,,ＲＣ,準工業地域,60,200
12117,中古マンション等,,東京都,板橋区,西台,東武練馬,2017,8,25000000,,１Ｋ,25,,,,ＲＣ,工業地域,60,200
12118,宅地(土地と建物),住宅地,東京都,板橋区,西台,西台,2022,19,44000000,,,75,不整形,3.2,60,木造,第１種低層住居専用地域,50,150
12119,中古マンション等,,東京都,板橋区,蓮沼町,本蓮沼,2006,6,18000000,,１Ｋ,20,,,,ＲＣ,準工業地域,60,200
12120,中古マンション等,,東京都,板橋区,蓮沼町,本蓮沼,2012,2,28000000,,１ＤＫ,35,,,,ＲＣ,準工業地域,60,200
12121,中古マンション等,,東京都,板橋区,蓮根,西台,2005,1,42000000,,３ＬＤＫ,70,,,,ＳＲＣ,商業地域,80,400
12122,中古マンション等,,東京都,板橋区,蓮根,西台,2017,5,47000000,,３ＬＤＫ,70,,,,ＲＣ,工業地域,60,200
12123,宅地(土地と建物),商業地,東京都,板橋区,蓮根,蓮根,1980,7,330000000,,,410,ほぼ長方形,22,640,ＲＣ,近隣商業地域,80,300
12124,中古マンション等,,東京都,板橋区,蓮根,蓮根,1999,5,45000000,,,65,,,,ＲＣ,第１種住居地域,60,200
12125,中古マンション等,,東京都,板橋区,蓮根,蓮根,1994,8,25000000,,２ＬＤＫ,55,,,,ＲＣ,近隣商業地域,80,300
12126,中古マンション等,,東京都,板橋区,蓮根,蓮根,2010,7,44000000,,３ＬＤＫ,65,,,,ＲＣ,第１種住居地域,60,200
12127,中古マンション等,,東京都,板橋区,東坂下,蓮根,1974,10,26000000,,２ＬＤＫ,45,,,,ＳＲＣ,近隣商業地域,80,300
12128,中古マンション等,,東京都,板橋区,東坂下,蓮根,1974,10,13000000,,１ＬＤＫ,40,,,,ＳＲＣ,近隣商業地域,80,300
12129,中古マンション等,,東京都,板橋区,東坂下,蓮根,2010,13,2000000,,１ＤＫ,30,,,,,近隣商業地域,80,300
12130,中古マンション等,,東京都,板橋区,東山町,ときわ台(東京),2021,13,30000000,,１Ｋ,25,,,,ＲＣ,第１種中高層住居専用地域,60,200
12131,中古マンション等,,東京都,板橋区,東山町,ときわ台(東京),2021,13,30000000,,１ＤＫ,25,,,,ＲＣ,第１種中高層住居専用地域,60,200
12132,中古マンション等,,東京都,板橋区,東山町,ときわ台(東京),2005,11,19000000,,１Ｋ,20,,,,ＲＣ,近隣商業地域,80,300
12133,中古マンション等,,東京都,板橋区,東山町,ときわ台(東京),2021,13,27000000,,１Ｋ,25,,,,ＲＣ,第１種中高層住居専用地域,60,200
12134,中古マンション等,,東京都,板橋区,東山町,ときわ台(東京),1999,9,49000000,,３ＬＤＫ,65,,,,ＲＣ,第１種中高層住居専用地域,60,200
12135,宅地(土地と建物),住宅地,東京都,板橋区,東山町,中板橋,2022,11,72000000,,,75,ほぼ長方形,5.5,105,木造,第１種中高層住居専用地域,60,200
12136,中古マンション等,,東京都,板橋区,氷川町,板橋区役所前,2008,4,16000000,,１Ｋ,20,,,,ＲＣ,第１種住居地域,60,300
12137,中古マンション等,,東京都,板橋区,氷川町,板橋区役所前,2012,3,58000000,,３ＬＤＫ,60,,,,ＲＣ,商業地域,80,600
12138,中古マンション等,,東京都,板橋区,氷川町,板橋区役所前,2013,5,22000000,,１Ｋ,25,,,,ＲＣ,第１種住居地域,60,300
12139,中古マンション等,,東京都,板橋区,富士見町,板橋本町,2016,6,22000000,,１Ｋ,25,,,,,近隣商業地域,80,300
12140,宅地(土地と建物),住宅地,東京都,板橋区,双葉町,中板橋,1970,4,19000000,,,55,長方形,6.1,60,木造,第１種住居地域,60,300
12141,中古マンション等,,東京都,板橋区,双葉町,中板橋,2015,5,24000000,,１Ｋ,25,,,,ＲＣ,第１種住居地域,60,300
12142,中古マンション等,,東京都,板橋区,双葉町,中板橋,1999,4,15000000,,１Ｋ,20,,,,ＲＣ,近隣商業地域,80,300
12143,中古マンション等,,東京都,板橋区,舟渡,浮間舟渡,2011,7,45000000,,３ＬＤＫ,70,,,,ＲＣ,準工業地域,60,300
12144,中古マンション等,,東京都,板橋区,舟渡,浮間舟渡,2008,5,20000000,,１Ｋ,25,,,,ＲＣ,準工業地域,60,300
12145,中古マンション等,,東京都,板橋区,舟渡,浮間舟渡,1989,14,24000000,,３ＬＤＫ,55,,,,ＲＣ,工業地域,60,200
12146,中古マンション等,,東京都,板橋区,舟渡,浮間舟渡,2022,9,27000000,,１Ｋ,25,,,,ＲＣ,近隣商業地域,80,300
12147,中古マンション等,,東京都,板橋区,本町,板橋本町,2021,8,73000000,,３ＬＤＫ,65,,,,ＲＣ,商業地域,80,400
12148,中古マンション等,,東京都,板橋区,本町,板橋本町,1998,3,47000000,,３ＬＤＫ,65,,,,ＳＲＣ,商業地域,80,600
12149,中古マンション等,,東京都,板橋区,本町,板橋本町,2000,4,53000000,,３ＬＤＫ,65,,,,ＳＲＣ,商業地域,80,400
12150,中古マンション等,,東京都,板橋区,本町,板橋本町,1990,2,13000000,,１Ｋ,15,,,,ＲＣ,商業地域,80,400
12151,中古マンション等,,東京都,板橋区,本町,板橋本町,2008,4,21000000,,１Ｋ,20,,,,ＲＣ,準工業地域,80,300
12152,宅地(土地と建物),住宅地,東京都,板橋区,前野町,板橋本町,1997,11,370000000,,,550,ほぼ台形,22.9,1000,ＲＣ,準工業地域,60,200
12153,中古マンション等,,東京都,板橋区,前野町,上板橋,1969,11,15000000,,２ＬＤＫ,55,,,,ＲＣ,第１種中高層住居専用地域,60,200
