index,type,land_type,prefecture,city,city2,station_name,building_year,station_dis,price,price_per_tsubo,room,area,land_shape,frontage,gross_floor_area,building_type,city_plan,BCR,FAR
8605,宅地(土地と建物),住宅地,千葉県,松戸市,小金,北小金,1975,9,15000000,,,110,ほぼ長方形,11.8,85,木造,第１種住居地域,60,200
8606,宅地(土地と建物),住宅地,千葉県,松戸市,小金きよしケ丘,北小金,2013,12,32000000,,,125,袋地等,2.7,100,木造,第１種住居地域,60,200
8607,中古マンション等,,千葉県,松戸市,小金原,北小金,1973,26,3300000,,２ＤＫ,35,,,,,第２種低層住居専用地域,50,100
8608,宅地(土地と建物),住宅地,千葉県,松戸市,小金原,常盤平,1977,19,4500000,,,135,長方形,8.5,65,木造,第１種低層住居専用地域,50,100
8609,宅地(土地と建物),住宅地,千葉県,松戸市,小金原,常盤平,1978,19,6500000,,,115,長方形,8,90,木造,第１種低層住居専用地域,50,100
8610,中古マンション等,,千葉県,松戸市,小金原,常盤平,1971,25,7800000,,,65,,,,ＲＣ,第１種中高層住居専用地域,60,200
8611,中古マンション等,,千葉県,松戸市,小金原,八柱,1969,25,4200000,,２ＬＤＫ,45,,,,ＲＣ,第１種中高層住居専用地域,60,200
8613,中古マンション等,,千葉県,松戸市,五香,五香,1991,4,12000000,,３ＬＤＫ,60,,,,ＲＣ,第１種住居地域,60,200
8614,中古マンション等,,千葉県,松戸市,五香,五香,1991,4,25000000,,３ＬＤＫ,70,,,,ＲＣ,第１種住居地域,60,200
8615,宅地(土地と建物),住宅地,千葉県,松戸市,五香,元山(千葉),1994,11,16000000,,,115,ほぼ長方形,9.5,105,木造,第１種低層住居専用地域,50,100
8616,宅地(土地と建物),住宅地,千葉県,松戸市,五香,元山(千葉),1986,11,14000000,,,125,不整形,3.4,90,木造,第１種低層住居専用地域,50,100
8619,宅地(土地と建物),住宅地,千葉県,松戸市,五香西,五香,1978,9,31000000,,,200,長方形,10.8,210,木造,第１種低層住居専用地域,50,100
8620,宅地(土地と建物),住宅地,千葉県,松戸市,五香西,五香,2022,11,44000000,,,320,ほぼ長方形,14,115,木造,第１種低層住居専用地域,50,100
8623,中古マンション等,,千葉県,松戸市,小山,松戸,2014,28,39000000,,４ＬＤＫ,105,,,,ＲＣ,第１種中高層住居専用地域,60,200
8624,宅地(土地と建物),住宅地,千葉県,松戸市,栄町,北松戸,2005,15,23000000,,,105,ほぼ長方形,7,95,木造,第１種低層住居専用地域,60,100
8625,宅地(土地と建物),住宅地,千葉県,松戸市,栄町西,馬橋,2022,30分?60分,37000000,,,180,不整形,,95,木造,第１種低層住居専用地域,40,60
8627,宅地(土地と建物),住宅地,千葉県,松戸市,下矢切,矢切,2022,5,39000000,,,110,不整形,2.7,85,木造,第１種住居地域,60,200
8628,宅地(土地と建物),商業地,千葉県,松戸市,新松戸,新松戸,1981,2,290000000,,,400,ほぼ長方形,,1500,ＲＣ,商業地域,80,400
8629,宅地(土地と建物),住宅地,千葉県,松戸市,新松戸,新松戸,2022,15,48000000,,,140,不整形,3,110,木造,第１種低層住居専用地域,50,100
8630,宅地(土地と建物),商業地,千葉県,松戸市,新松戸,新松戸,1981,1,100000000,,,85,ほぼ長方形,5,65,木造,商業地域,80,400
8631,中古マンション等,,千葉県,松戸市,新松戸,新松戸,1980,19,18000000,,３ＬＤＫ,85,,,,ＳＲＣ,,,
8632,中古マンション等,,千葉県,松戸市,新松戸,新松戸,1979,16,13000000,,,70,,,,,第１種中高層住居専用地域,60,200
8633,中古マンション等,,千葉県,松戸市,新松戸,新松戸,1980,5,19000000,,,70,,,,ＳＲＣ,第１種住居地域,60,300
8634,中古マンション等,,千葉県,松戸市,新松戸,新松戸,2005,5,36000000,,３ＬＤＫ,70,,,,ＲＣ,第１種住居地域,60,200
8635,中古マンション等,,千葉県,松戸市,新松戸,南流山,1981,13,25000000,,４ＬＤＫ,85,,,,ＳＲＣ,第１種中高層住居専用地域,60,200
8636,中古マンション等,,千葉県,松戸市,新松戸,南流山,1980,16,13000000,,３ＬＤＫ,80,,,,ＳＲＣ,第１種住居地域,60,200
8637,中古マンション等,,千葉県,松戸市,新松戸,南流山,1981,11,22000000,,３ＬＤＫ,60,,,,ＳＲＣ,第１種中高層住居専用地域,60,200
8638,宅地(土地と建物),住宅地,千葉県,松戸市,新松戸南,新松戸,2022,19,50000000,,,150,長方形,8,110,木造,第１種低層住居専用地域,50,100
8639,宅地(土地と建物),住宅地,千葉県,松戸市,新松戸南,新松戸,2022,18,47000000,,,155,長方形,6.7,100,木造,第１種低層住居専用地域,50,100
8640,宅地(土地と建物),住宅地,千葉県,松戸市,新松戸南,新松戸,2018,11,23000000,,,115,不整形,2.7,100,木造,第１種低層住居専用地域,50,100
8641,宅地(土地と建物),住宅地,千葉県,松戸市,新松戸南,新松戸,2022,19,41000000,,,125,不整形,3,100,木造,第１種低層住居専用地域,50,100
8642,宅地(土地と建物),住宅地,千葉県,松戸市,千駄堀,八柱,1990,6,55000000,,,320,ほぼ台形,14.5,210,木造,第１種低層住居専用地域,50,100
8644,宅地(土地と建物),住宅地,千葉県,松戸市,高塚新田,市川大野,1994,20,24000000,,,125,ほぼ長方形,9.8,110,木造,第１種低層住居専用地域,50,100
8645,宅地(土地と建物),住宅地,千葉県,松戸市,高塚新田,市川大野,1966,18,1100000,,,70,ほぼ正方形,8,65,木造,第１種低層住居専用地域,50,100
8646,宅地(土地と建物),住宅地,千葉県,松戸市,竹ケ花西町,松戸,2022,15,96000000,,,145,ほぼ長方形,9.2,230,,第１種住居地域,60,300
8647,宅地(土地と建物),住宅地,千葉県,松戸市,常盤平,五香,2022,7,34000000,,,120,袋地等,2.8,90,木造,第１種低層住居専用地域,50,100
8648,宅地(土地と建物),住宅地,千葉県,松戸市,常盤平,五香,2022,11,45000000,,,150,ほぼ長方形,9.5,105,木造,第１種低層住居専用地域,50,100
8650,宅地(土地と建物),住宅地,千葉県,松戸市,常盤平,常盤平,1985,3,31000000,,,165,長方形,11,135,軽量鉄骨造,第１種住居地域,60,200
8652,中古マンション等,,千葉県,松戸市,常盤平,常盤平,1975,11,6500000,,２ＤＫ,45,,,,ＲＣ,第１種住居地域,60,200
8653,宅地(土地と建物),住宅地,千葉県,松戸市,常盤平陣屋前,新八柱,2022,8,100000000,,,270,長方形,10.7,250,木造,第２種住居地域,60,200
8654,中古マンション等,,千葉県,松戸市,常盤平陣屋前,新八柱,1987,7,3000000,,１ＤＫ,15,,,,ＲＣ,第１種住居地域,60,200
8656,宅地(土地と建物),住宅地,千葉県,松戸市,常盤平柳町,新八柱,2022,14,46000000,,,110,ほぼ正方形,10.2,105,木造,第１種低層住居専用地域,50,100
8657,宅地(土地と建物),住宅地,千葉県,松戸市,中和倉,北松戸,2022,16,44000000,,,120,ほぼ長方形,7.7,105,木造,第１種低層住居専用地域,50,100
8658,宅地(土地と建物),住宅地,千葉県,松戸市,中和倉,北松戸,2022,16,42000000,,,145,ほぼ長方形,5.5,105,木造,第１種低層住居専用地域,50,100
8660,宅地(土地と建物),住宅地,千葉県,松戸市,西馬橋,馬橋,1973,13,4600000,,,45,ほぼ長方形,5.5,50,木造,第１種低層住居専用地域,60,100
8662,宅地(土地と建物),住宅地,千葉県,松戸市,西馬橋広手町,馬橋,1987,14,70000000,,,230,長方形,,195,木造,第１種低層住居専用地域,50,100
8663,中古マンション等,,千葉県,松戸市,根木内,北小金,1989,16,16000000,,２ＬＤＫ,55,,,,ＳＲＣ,第１種住居地域,60,200
8668,宅地(土地と建物),住宅地,千葉県,松戸市,八ケ崎,常盤平,2022,18,35000000,,,145,長方形,,95,木造,第１種低層住居専用地域,50,100
8669,宅地(土地と建物),住宅地,千葉県,松戸市,八ケ崎,馬橋,1989,12,27000000,,,160,長方形,10.1,150,木造,第１種低層住居専用地域,50,100
8670,中古マンション等,,千葉県,松戸市,八ケ崎,馬橋,1985,23,20000000,,３ＬＤＫ,75,,,,,第１種住居地域,60,200
8671,宅地(土地と建物),住宅地,千葉県,松戸市,東平賀,北小金,1992,9,23000000,,,120,ほぼ正方形,11,115,木造,第１種住居地域,60,200
8672,中古マンション等,,千葉県,松戸市,東松戸,東松戸,2007,3,8000000,,１Ｋ,20,,,,,商業地域,80,400
8673,中古マンション等,,千葉県,松戸市,日暮,八柱,1984,1,12000000,,３ＬＤＫ,55,,,,ＳＲＣ,,,
8676,宅地(土地と建物),住宅地,千葉県,松戸市,二ツ木,新松戸,2007,15,19000000,,,130,不整形,2.5,105,木造,第１種住居地域,60,200
8677,宅地(土地と建物),住宅地,千葉県,松戸市,二ツ木,新松戸,1983,16,39000000,,,400,長方形,20,770,ＲＣ,準工業地域,60,200
8678,中古マンション等,,千葉県,松戸市,牧の原,五香,1975,18,8100000,,２ＬＤＫ,55,,,,ＲＣ,第１種中高層住居専用地域,60,200
8679,中古マンション等,,千葉県,松戸市,牧の原,五香,1975,13,3000000,,３ＬＤＫ,45,,,,,第１種中高層住居専用地域,60,200
8681,宅地(土地と建物),住宅地,千葉県,松戸市,松戸,松戸,2022,13,57000000,,,115,長方形,6.9,100,木造,第１種住居地域,60,200
8682,宅地(土地と建物),住宅地,千葉県,松戸市,松戸,松戸,1986,19,8500000,,,100,不整形,2,85,木造,第１種住居地域,60,200
8683,中古マンション等,,千葉県,松戸市,松戸,松戸,1987,3,29000000,,２ＤＫ,45,,,,ＳＲＣ,商業地域,80,400
8684,中古マンション等,,千葉県,松戸市,松戸,松戸,1985,25,4000000,,３ＤＫ,65,,,,ＳＲＣ,第１種中高層住居専用地域,60,200
8685,中古マンション等,,千葉県,松戸市,松戸,松戸,1985,25,7700000,,３ＬＤＫ,65,,,,ＳＲＣ,第１種中高層住居専用地域,60,200
8686,中古マンション等,,千葉県,松戸市,松戸新田,上本郷,1995,5,12000000,,３ＬＤＫ,55,,,,ＲＣ,,,
8688,宅地(土地と建物),住宅地,千葉県,松戸市,松戸新田,松戸,2022,21,35000000,,,90,長方形,10.3,100,木造,第１種中高層住居専用地域,60,200
8690,宅地(土地と建物),住宅地,千葉県,松戸市,松戸新田,松戸新田,2022,5,260000000,,,580,ほぼ台形,24,550,鉄骨造,第１種低層住居専用地域,50,100
8692,宅地(土地と建物),住宅地,千葉県,松戸市,松戸新田,八柱,1991,10,5300000,,,65,ほぼ台形,10,60,木造,第１種低層住居専用地域,50,100
8695,宅地(土地と建物),住宅地,千葉県,松戸市,馬橋,馬橋,2022,4,43000000,,,110,ほぼ長方形,,,木造,第１種中高層住居専用地域,60,200
8696,宅地(土地と建物),住宅地,千葉県,松戸市,南花島,上本郷,1973,7,32000000,,,200,長方形,10.9,155,木造,第１種低層住居専用地域,50,100
8697,中古マンション等,,千葉県,松戸市,南花島,上本郷,1974,11,11000000,,２ＤＫ,45,,,,,準住居地域,60,200
8700,宅地(土地と建物),住宅地,千葉県,松戸市,稔台,みのり台,2022,5,45000000,,,130,ほぼ長方形,8.2,100,木造,第２種中高層住居専用地域,60,200
8701,中古マンション等,,千葉県,松戸市,稔台,みのり台,2001,8,19000000,,３ＬＤＫ,70,,,,ＲＣ,準工業地域,60,200
8702,中古マンション等,,千葉県,松戸市,稔台,みのり台,2000,9,34000000,,３ＬＤＫ,80,,,,ＳＲＣ,準工業地域,60,200
8703,宅地(土地と建物),住宅地,千葉県,松戸市,三矢小台,松戸,2022,23,45000000,,,145,ほぼ長方形,,,木造,第１種中高層住居専用地域,60,200
8705,宅地(土地と建物),住宅地,千葉県,松戸市,六実,六実,1953,4,63000000,,,175,ほぼ長方形,,170,木造,第２種中高層住居専用地域,60,200
8708,宅地(土地と建物),住宅地,千葉県,松戸市,六高台,六実,2003,8,10000000,,,100,ほぼ長方形,12.2,100,木造,第２種住居地域,60,200
8709,宅地(土地と建物),住宅地,千葉県,松戸市,六高台,六実,1988,16,50000000,,,310,ほぼ長方形,13.4,230,木造,第１種中高層住居専用地域,60,200
8710,中古マンション等,,千葉県,松戸市,六高台,六実,1995,20,17000000,,３ＬＤＫ,70,,,,ＳＲＣ,第１種中高層住居専用地域,60,200
8711,中古マンション等,,千葉県,松戸市,六高台,元山(千葉),1998,19,14000000,,４ＬＤＫ,80,,,,ＲＣ,,,
8712,宅地(土地と建物),住宅地,千葉県,松戸市,和名ケ谷,松戸,2013,30分?60分,20000000,,,120,長方形,9.2,100,木造,第１種低層住居専用地域,50,100
8713,宅地(土地と建物),住宅地,千葉県,松戸市,和名ケ谷,松戸,2002,30分?60分,18000000,,,120,長方形,8,100,木造,第１種低層住居専用地域,50,100
8714,中古マンション等,,千葉県,松戸市,和名ケ谷,みのり台,2005,15,23000000,,２ＬＤＫ,65,,,,ＲＣ,準工業地域,60,200
8715,宅地(土地と建物),住宅地,千葉県,野田市,岩名,川間,2021,9,25000000,,,150,長方形,9.1,105,木造,第１種中高層住居専用地域,60,200
8716,宅地(土地と建物),住宅地,千葉県,野田市,岩名,川間,1991,9,20000000,,,230,ほぼ長方形,16,150,軽量鉄骨造,第１種中高層住居専用地域,60,200
8717,宅地(土地と建物),住宅地,千葉県,野田市,岩名,川間,2013,8,27000000,,,210,ほぼ長方形,10,100,木造,第１種住居地域,60,200
8718,宅地(土地と建物),宅地見込地,千葉県,野田市,岩名,川間,1975,23,3000000,,,300,不整形,4,55,木造,市街化調整区域,,
8719,宅地(土地と建物),住宅地,千葉県,野田市,岩名,川間,2021,8,17000000,,,125,ほぼ長方形,9,95,木造,第１種中高層住居専用地域,60,200
8722,宅地(土地と建物),住宅地,千葉県,野田市,岩名,川間,2022,8,30000000,,,150,ほぼ長方形,11,115,木造,第１種住居地域,60,200
8723,宅地(土地と建物),住宅地,千葉県,野田市,岩名,川間,2022,1H?1H30,26000000,,,145,ほぼ長方形,9.4,110,木造,第１種住居地域,60,200
8724,宅地(土地と建物),住宅地,千葉県,野田市,岩名,川間,2022,8,26000000,,,180,ほぼ長方形,11.2,100,木造,第１種中高層住居専用地域,60,200
8725,宅地(土地と建物),住宅地,千葉県,野田市,岩名,川間,2022,6,26000000,,,125,長方形,6.8,100,木造,第１種住居地域,60,200
8727,宅地(土地と建物),住宅地,千葉県,野田市,岩名,七光台,1987,13,7700000,,,210,ほぼ台形,12.5,100,木造,市街化調整区域,,
8731,宅地(土地と建物),住宅地,千葉県,野田市,岡田,川間,1973,1H?1H30,3500000,,,110,ほぼ長方形,9.8,65,木造,市街化調整区域,,
8733,宅地(土地と建物),住宅地,千葉県,野田市,親野井,川間,1978,1H30?2H,2200000,,,130,ほぼ長方形,9,60,木造,第１種中高層住居専用地域,60,200
8734,宅地(土地と建物),住宅地,千葉県,野田市,親野井,川間,2021,1H30?2H,18000000,,,200,不整形,6.5,110,木造,第１種中高層住居専用地域,60,200
8735,宅地(土地と建物),住宅地,千葉県,野田市,上花輪,野田市,2022,17,28000000,,,180,ほぼ長方形,8.4,110,木造,第１種住居地域,60,200
8737,宅地(土地と建物),住宅地,千葉県,野田市,木間ケ瀬,川間,2013,1H?1H30,6000000,,,145,ほぼ長方形,8.3,105,木造,市街化調整区域,,
8741,宅地(土地と建物),住宅地,千葉県,野田市,古布内,川間,1985,1H30?2H,2200000,,,110,不整形,6.5,70,木造,第１種中高層住居専用地域,60,200
8744,宅地(土地と建物),住宅地,千葉県,野田市,清水,清水公園,1988,15,11000000,,,180,ほぼ長方形,12.1,110,木造,第１種低層住居専用地域,50,100
8745,宅地(土地と建物),住宅地,千葉県,野田市,清水,清水公園,2022,6,23000000,,,145,袋地等,2.7,100,木造,近隣商業地域,80,200
8747,宅地(土地と建物),住宅地,千葉県,野田市,つつみ野,愛宕(千葉),2019,23,38000000,,,200,ほぼ正方形,14.7,135,,第１種低層住居専用地域,50,100
8752,宅地(土地と建物),住宅地,千葉県,野田市,七光台,川間,1974,18,6500000,,,200,袋地等,3.4,70,木造,工業地域,60,200
8753,宅地(土地と建物),住宅地,千葉県,野田市,七光台,川間,2022,21,27000000,,,220,袋地等,,95,木造,工業地域,60,200
8755,宅地(土地と建物),住宅地,千葉県,野田市,七光台,川間,2022,11,26000000,,,150,ほぼ長方形,14.7,115,木造,工業地域,60,200
8757,宅地(土地と建物),住宅地,千葉県,野田市,なみき,川間,2022,1H30?2H,20000000,,,180,ほぼ整形,6.5,105,木造,第１種低層住居専用地域,50,100
8758,宅地(土地と建物),住宅地,千葉県,野田市,なみき,川間,2022,1H30?2H,19000000,,,250,長方形,7.1,105,木造,工業地域,60,200
8759,宅地(土地と建物),住宅地,千葉県,野田市,なみき,川間,2022,1H30?2H,21000000,,,190,台形,12.8,105,木造,第１種中高層住居専用地域,60,200
8760,宅地(土地と建物),住宅地,千葉県,野田市,野田,愛宕(千葉),2019,7,95000000,,,350,不整形,14,320,木造,第１種住居地域,60,200
8761,宅地(土地と建物),住宅地,千葉県,野田市,野田,愛宕(千葉),2022,4,29000000,,,155,ほぼ長方形,9,105,木造,第１種住居地域,60,200
8762,中古マンション等,,千葉県,野田市,野田,愛宕(千葉),1995,5,9000000,,２ＬＤＫ,60,,,,,第１種住居地域,60,200
8763,宅地(土地と建物),商業地,千葉県,野田市,野田,野田市,1988,11,10000000,,,120,長方形,5,80,軽量鉄骨造,商業地域,80,400
8764,宅地(土地と建物),住宅地,千葉県,野田市,三ツ堀,梅郷,1991,30分?60分,12000000,,,200,長方形,11.1,125,木造,第１種低層住居専用地域,50,100
8765,宅地(土地と建物),住宅地,千葉県,野田市,目吹,愛宕(千葉),1987,30分?60分,1700000,,,140,袋地等,,80,木造,市街化調整区域,50,100
